3	14836	8
3	675	8
3	640146	8
3	243688	7
3	120	6
3	1255616	6
3	508442	6
3	1002088	6
3	679	6
3	1358752	6
4	14836	8
4	640146	8
4	243688	7
4	120	6
4	1255616	6
4	508442	6
4	679	6
4	1358752	6
4	228326	6
4	615656	6
5	640146	8
5	243688	7
5	120	6
5	1255616	6
5	1002088	6
5	679	6
5	1358752	6
5	1149912	6
5	228326	6
5	615656	6
6	14836	8
6	675	8
6	640146	8
6	120	6
6	508442	6
6	1002088	6
6	679	6
6	1358752	6
6	1149912	6
6	228326	6
7	14836	8
7	675	8
7	640146	8
7	243688	7
7	120	6
7	508442	6
7	1002088	6
7	679	6
7	1358752	6
7	1149912	6
8	14836	8
8	675	8
8	640146	8
8	243688	7
8	120	6
8	1255616	6
8	1002088	6
8	679	6
8	1358752	6
8	1149912	6
9	14836	8
9	243688	7
9	120	6
9	1002088	6
9	679	6
9	1358752	6
9	1149912	6
9	228326	6
9	615656	6
9	646385	6
10	675	8
10	243688	7
10	1255616	6
10	508442	6
10	679	6
10	1358752	6
10	1149912	6
10	984324	6
10	20352	6
10	1079485	5
11	675	8
11	120	6
11	1255616	6
11	508442	6
11	1002088	6
11	679	6
11	1358752	6
11	1149912	6
11	228326	6
11	615656	6
12	14836	8
12	675	8
12	640146	8
12	243688	7
12	120	6
12	1255616	6
12	1002088	6
12	679	6
12	1358752	6
12	228326	6
13	14836	8
13	675	8
13	120	6
13	1255616	6
13	1002088	6
13	1358752	6
13	615656	6
13	20352	6
13	1079485	5
13	856289	5
14	14836	8
14	675	8
14	640146	8
14	243688	7
14	120	6
14	1255616	6
14	508442	6
14	1002088	6
14	679	6
14	1149912	6
15	14836	8
15	675	8
15	1255616	6
15	508442	6
15	679	6
15	1149912	6
15	228326	6
15	615656	6
15	646385	6
15	1079485	5
16	640146	8
16	508442	6
16	1002088	6
16	228326	6
16	615656	6
16	646385	6
16	984324	6
16	20352	6
16	1079485	5
16	1210794	5
17	14836	8
17	675	8
17	640146	8
17	243688	7
17	120	6
17	1255616	6
17	1002088	6
17	1358752	6
17	1149912	6
17	615656	6
18	675	8
18	640146	8
18	243688	7
18	508442	6
18	1002088	6
18	679	6
18	1358752	6
18	1149912	6
18	228326	6
18	615656	6
19	14836	8
19	675	8
19	640146	8
19	243688	7
19	120	6
19	1255616	6
19	508442	6
19	1002088	6
19	679	6
19	1358752	6
20	14836	8
20	675	8
20	640146	8
20	243688	7
20	120	6
20	1255616	6
20	508442	6
20	1002088	6
20	615656	6
20	646385	6
21	14836	8
21	640146	8
21	243688	7
21	120	6
21	1255616	6
21	508442	6
21	1002088	6
21	679	6
21	1358752	6
21	1149912	6
22	640146	8
22	243688	7
22	120	6
22	508442	6
22	1002088	6
22	679	6
22	1358752	6
22	1149912	6
22	228326	6
22	615656	6
23	14836	8
23	120	6
23	1255616	6
23	508442	6
23	679	6
23	1358752	6
23	1149912	6
23	228326	6
23	984324	6
23	20352	6
24	640146	8
24	243688	7
24	120	6
24	1255616	6
24	508442	6
24	1002088	6
24	1358752	6
24	1149912	6
24	228326	6
24	646385	6
25	675	8
25	243688	7
25	1255616	6
25	508442	6
25	984324	6
25	20352	6
25	1079485	5
25	1034541	5
25	557	5
25	1151534	5
26	14836	8
26	675	8
26	1255616	6
26	508442	6
26	679	6
26	1149912	6
26	228326	6
26	615656	6
26	646385	6
26	1079485	5
