3	138843	1.0208838
3	957452	1.0073421
3	1209288	0.83069533
3	1865	0.6636463
3	345887	0.6489921
3	1096197	0.5972501
3	293660	0.5972501
3	459003	0.5972501
3	956964	0.5972501
3	787699	0.5972501
4	370663	0.9775998
4	10625	0.5972501
4	1062215	0.5972501
4	11688	0.5972501
4	940551	0.5972501
4	19994	0.5972501
4	166426	0.5972501
4	1034541	0.5972501
4	254128	0.5972501
4	365177	0.5972501
5	18	1.0378019
5	76617	0.7646766
5	299536	0.7639506
5	271110	0.6735939
5	1011985	0.6735939
5	893723	0.6735939
5	50620	0.58238876
5	420818	0.55854094
5	38757	0.52619255
5	20352	0.51543903
6	697843	0.9957432
6	447332	0.9440843
6	294254	0.9382695
6	603	0.9335548
6	675	0.8882606
6	141	0.8260722
6	82675	0.7638838
6	9902	0.7638838
6	1244880	0.7638838
6	1020896	0.7638838
7	9880	0.4563937
7	1139829	0.4563937
7	613504	0.4563937
7	120	0.4563937
7	537915	0.4563937
7	634492	0.4563937
7	1027073	0.4563937
7	9373	0.4563937
7	10676	0.4563937
7	948549	0.4563937
8	1236419	1.4616218
8	943344	1.4166014
8	792307	1.4023825
8	294254	1.338697
8	447332	1.3242526
8	45243	1.323411
8	402431	1.3034804
8	826510	1.2778512
8	697843	1.2271078
8	640146	1.2145915
9	389	1.1972971
9	1096197	1.1414329
9	337404	0.9578377
9	957452	0.911651
9	138843	0.9004781
9	158015	0.7418354
9	578	0.72297144
9	102899	0.6659958
9	955555	0.6659958
9	4233	0.6659958
10	1030076	3.2302687
10	1087388	3.2302687
10	10781	3.2302687
10	568124	3.2302687
10	135397	3.2302687
10	11969	3.2302687
10	2048	3.2302687
10	72105	3.2302687
10	440	3.2302687
10	1357459	3.2302687
11	370663	0.95458317
11	1076364	0.7420626
11	863	0.5313013
11	12445	0.5313013
11	693134	0.5313013
11	1254234	0.5313013
11	339846	0.5313013
11	12	0.5313013
11	335797	0.5313013
11	315635	0.5313013
12	931944	1.5828347
12	851644	1.3302395
12	1174618	1.2614844
12	675353	1.230223
12	974635	1.1953152
12	257344	1.1623988
12	1221404	1.1319216
12	955555	1.1289942
12	1320786	1.1184497
12	482600	1.1052419
13	389	1.5268658
13	829402	1.2049239
13	600	1.1805432
13	10764	1.0567396
13	4233	1.0193229
13	337404	0.95771956
13	365177	0.9202307
13	739547	0.9153121
13	39108	0.85082674
13	1096197	0.83372176
14	1025596	0.5116093
14	829402	0.5116093
14	10764	0.5116093
14	966576	0.5116093
14	616037	0.5116093
14	1317218	0.5116093
14	827931	0.5116093
14	179387	0.5116093
14	767	0.5116093
14	615173	0.5116093
15	23202	1.1386151
15	157336	0.9081273
15	615656	0.8097422
15	697843	0.80117774
15	900667	0.73493624
15	86328	0.71807754
15	1215162	0.68316907
15	893723	0.6804043
15	466272	0.6196924
15	592831	0.57621944
16	1049948	1.7551349
16	335988	1.713801
16	615656	1.5901431
16	11969	1.4770393
16	588228	1.4637649
16	863873	1.4431177
16	829557	1.4312899
16	315162	1.423889
16	1369595	1.3877254
16	440	1.3796074
17	646683	1.3246716
17	1151949	1.2587328
17	934632	1.2198911
17	948549	1.1466322
17	93456	0.9773494
17	1020896	0.9534927
17	339846	0.8875539
17	675	0.8875539
17	1139095	0.86513376
17	760104	0.86513376
18	931944	1.123781
18	1014505	1.123781
18	482600	0.9393686
18	260346	0.9157966
18	1248753	0.9157966
18	508442	0.7841741
18	228326	0.7841741
18	935271	0.6860951
18	862	0.6762047
18	257088	0.6643781
19	1308546	0.9095968
19	71672	0.8839179
19	9502	0.8839179
19	243688	0.62351716
19	575265	0.5623957
19	372921	0.5623957
19	718014	0.5623957
19	10607	0.5623957
19	23823	0.5623957
19	1128941	0.5623957
20	86328	1.2626092
20	856289	1.1722922
20	14836	1.0589921
20	1317218	1.0306671
20	829557	1.0006636
20	939243	0.94753796
20	72105	0.9281296
20	98566	0.9281296
20	2048	0.92630666
20	120	0.92361504
21	1207898	0.6279125
21	10674	0.62358254
21	1047373	0.6192525
21	1105407	0.53047717
21	259872	0.53047717
21	984324	0.53047717
21	1052280	0.53047717
21	10184	0.53047717
21	948549	0.53047717
21	159824	0.53047717
22	679	1.7149811
22	931944	1.5693289
22	948549	1.4936223
22	460229	1.4687381
22	943344	1.4687381
22	257445	1.3184457
22	615656	1.3159614
22	447365	1.3060713
22	10193	1.2960799
22	1149912	1.2402401
23	372921	1.3910558
23	851644	1.2720557
23	931944	1.2410105
23	10184	1.2410105
23	10607	1.201581
23	1052280	1.1645732
23	984324	1.1645732
23	812	1.1390975
23	956964	1.0873923
23	1047041	1.0552709
24	640146	1.2141864
24	335988	1.1620038
24	11969	1.1353202
24	8871	1.1177787
24	1357459	1.1129131
24	955555	1.0920753
24	600	1.0767429
24	335797	1.0767429
24	739547	0.9844394
24	697843	0.9610927
25	1309923	1.7658949
25	580489	1.5705917
25	974635	1.3163863
25	257445	1.2953541
25	1020896	1.2724626
25	573435	1.2470192
25	10193	1.2263503
25	675	1.1722467
25	1244880	1.1625462
25	1049948	1.1186223
26	49046	3.507957
26	812	3.507957
26	372921	3.507957
26	1362101	3.507957
26	1134754	3.507957
26	936621	3.507957
26	496243	3.507957
26	629542	2.8063655
26	824003	2.8063655
26	1241742	2.8063655
